aa: /ɑː/ aa
sliced: /slaɪst/ 切片的（slice的过去式和过去分词）
slices: /ˈslaɪsɪz/ 切片（slice的复数形式/动词第三人称单数形式）
slicing: /ˈslaɪsɪŋ/ 切片的（动词现在分词）
slick: /slɪk/ 光滑的，精明的
slide: /slaɪd/ 滑动
slider: /ˈslaɪdər/ 滑动器，滑块
sliders: /ˈslaɪdərz/ 滑动器（复数）
slides: /slaɪdz/ 滑动（slide的复数形式/动词第三人称单数形式）
sliding: /ˈslaɪdɪŋ/ 滑动的（动词现在分词）
slight: /slaɪt/ 轻微的，少量的
slightest: /ˈslaɪtɪst/ 最轻微的，最小的
slightly: /ˈslaɪtli/ 轻微地，稍微地
sling: /slɪŋ/ 投掷，吊索
slingerlin: /无定义/ (可能是人名或特殊词)
slingshots: /ˈslɪŋʃɒts/ 弹弓
slip: /slɪp/ 滑倒，失误
slipped: /slɪpt/ 滑倒了（slip的过去式和过去分词）
slipping: /ˈslɪpɪŋ/ 滑倒的（动词现在分词）
slips: /slɪps/ 滑倒（slip的复数形式/动词第三人称单数形式）
slit: /slɪt/ 裂缝，狭缝
slithering: /ˈslɪðərɪŋ/ 滑行的（动词现在分词）
slits: /slɪts/ 裂缝（slit的复数形式/动词第三人称单数形式）
sliver: /ˈslɪvər/ 薄片，碎片
sln: /无定义/ (可能是缩写)
slocs: /无定义/ (可能是缩写)
slog: /slɒɡ/ 苦干，艰难地行进
slogan: /ˈsləʊɡən/ 口号
slogans: /ˈsləʊɡənz/ 口号（复数）
slopis: /无定义/ (可能是拼写错误)
sloppily: /ˈslɒpɪli/ 马虎地，草率地
slots: /slɒts/ 槽，插槽
slotting: /ˈslɒtɪŋ/ 开槽的（动词现在分词）
slovakia: /sləˈvækiə/ 斯洛伐克
slow: /sləʊ/ 慢的，减速
slowed: /sləʊd/ 减速了（slow的过去式和过去分词）
slower: /ˈsləʊər/ 更慢的
slowing: /ˈsləʊɪŋ/ 减速的（动词现在分词）
slowly: /ˈsləʊli/ 缓慢地
slows: /sləʊz/ 减速（slow的复数形式/动词第三人称单数形式）
slumbers: /ˈslʌmbərz/ 睡眠（slumber的复数形式/动词第三人称单数形式）
slushed: /slʌʃt/ 融雪的（动词过去式和过去分词）
sm: /无定义/ (可能是缩写)
smackdown: /ˈsmækdaʊn/ 猛击，摔跤比赛
smacked: /smækt/ 拍打（smack的过去式和过去分词）
small: /smɔːl/ 小的
smaller: /ˈsmɔːlər/ 更小的
smallest: /ˈsmɔːlɪst/ 最小的
smart: /smɑːrt/ 聪明的，机灵的
smarter: /ˈsmɑːrtər/ 更聪明的
smartest: /ˈsmɑːrtɪst/ 最聪明的
smarting: /ˈsmɑːrtɪŋ/ 刺痛的（动词现在分词）
smartness: /ˈsmɑːrtnəs/ 聪明，机灵
smash: /smæʃ/ 打碎，猛击
smashed: /smæʃt/ 打碎了（smash的过去式和过去分词）
smashes: /ˈsmæʃɪz/ 打碎（smash的复数形式/动词第三人称单数形式）
smashing: /ˈsmæʃɪŋ/ 极好的，打碎的（动词现在分词）
smearing: /ˈsmɪərɪŋ/ 涂抹的（动词现在分词）
smell: /smɛl/ 闻，气味
smelling: /ˈsmɛlɪŋ/ 闻着的（动词现在分词）
smells: /smɛlz/ 气味（smell的复数形式/动词第三人称单数形式）
smile: /smaɪl/ 微笑
smiled: /smaɪld/ 微笑了（smile的过去式和过去分词）
smiles: /smaɪlz/ 微笑（smile的复数形式/动词第三人称单数形式）
smilian: /无定义/ (可能是人名或特殊词)
smith: /smɪθ/ 铁匠
smithies: /ˈsmɪðiz/ 铁匠铺
smiths: /smɪθs/ 铁匠（复数）
smog: /smɒɡ/ 烟雾
smoke: /sməʊk/ 烟，吸烟
smokehouses: /ˈsməʊkˌhaʊsɪz/ 熏房
smokeless: /ˈsməʊkləs/ 无烟的
smoking: /ˈsməʊkɪŋ/ 吸烟的（动词现在分词）
smoky: /ˈsməʊki/ 烟雾弥漫的
smoldered: /ˈsməʊldərd/ 阴燃的（smolder的过去式和过去分词）
smooth: /smuːð/ 光滑的，平稳的
smoothbore: /ˈsmuːθbɔːr/ 滑膛的
smoothen: /ˈsmuːðən/ 使平滑
smoother: /ˈsmuːðər/ 更光滑的
smoothing: /ˈsmuːðɪŋ/ 使平滑的（动词现在分词）
smoothly: /ˈsmuːðli/ 平稳地，顺利地
smoothness: /ˈsmuːðnəs/ 光滑度
smore: /smɔːr/ (一种美国传统甜点)
smorg: /无定义/ (可能是缩写或特殊词)
smoth: /无定义/ (可能是拼写错误)
sms: /ˌɛsˌɛmˈɛs/ 短信
smuggling: /ˈsmʌɡlɪŋ/ 走私的（动词现在分词）
snack: /snæk/ 小吃，快餐
snail: /sneɪl/ 蜗牛
snails: /sneɪlz/ 蜗牛（复数）
snake: /sneɪk/ 蛇
snaked: /sneɪkt/ 蜿蜒而行（snake的过去式和过去分词）
snap: /snæp/ 啪的一声，快速拍照
snapped: /snæpt/ 啪的一声（snap的过去式和过去分词）
snapper: /ˈsnæpər/ 鲷鱼，爱唠叨的人
snapping: /ˈsnæpɪŋ/ 啪的一声的（动词现在分词）
snapshot: /ˈsnæpʃɒt/ 快照
snapshots: /ˈsnæpʃɒts/ 快照（复数）
snarling: /ˈsnɑːrlɪŋ/ 咆哮的（动词现在分词）
snatched: /snætʃt/ 抢夺（snatch的过去式和过去分词）
sneaky: /ˈsniːki/ 鬼鬼祟祟的
sneezing: /ˈsniːzɪŋ/ 打喷嚏的（动词现在分词）
sniffed: /snɪft/ 嗅（sniff的过去式和过去分词）
sniffing: /ˈsnɪfɪŋ/ 嗅的（动词现在分词）
sniper: /ˈsnaɪpər/ 狙击手
snipers: /ˈsnaɪpərz/ 狙击手（复数）
snipes: /snaɪps/ 狙击（snipe的复数形式/动词第三人称单数形式）
sniping: /ˈsnaɪpɪŋ/ 狙击的（动词现在分词）
snippet: /ˈsnɪpɪt/ 片段，小片
snippets: /ˈsnɪpɪts/ 片段（复数）
snow: /snəʊ/ 雪
snowball: /ˈsnəʊbɔːl/ 雪球
snowflake: /ˈsnəʊfleɪk/ 雪花
snows: /snəʊz/ 下雪（snow的复数形式/动词第三人称单数形式）
sns: /无定义/ (可能是缩写)
so: /səʊ/ 所以，如此
soared: /sɔːrd/ 高飞（soar的过去式和过去分词）
soaring: /ˈsɔːrɪŋ/ 高飞的（动词现在分词）
sober: /ˈsəʊbər/ 清醒的，冷静的
sobered: /ˈsəʊbərd/ 使清醒（sober的过去式和过去分词）
sobering: /ˈsəʊbərɪŋ/ 使清醒的（动词现在分词）
socalled: /ˈsəʊˈkɔːld/ 所谓的
soccer: /ˈsɒkər/ 足球
social: /ˈsəʊʃəl/ 社会的
socialism: /ˈsəʊʃəlɪzəm/ 社会主义
socialist: /ˈsəʊʃəlɪst/ 社会主义者
socialistic: /ˌsəʊʃəˈlɪstɪk/ 社会主义的
socialists: /ˈsəʊʃəlɪsts/ 社会主义者（复数）
socially: /ˈsəʊʃəli/ 在社会上
societal: /səˈsaɪɪtəl/ 社会的
societies: /səˈsaɪətɪz/ 社会（society的复数形式）
society: /səˈsaɪəti/ 社会
socioeconomic: /ˌsəʊsioʊˌiːkəˈnɒmɪk/ 社会经济的
sociological: /ˌsəʊsiəˈlɒdʒɪkəl/ 社会学的
sociopath: /ˈsəʊsiəʊpæθ/ 反社会者
sock: /sɒk/ 短袜
socrates: /ˈsɒkrətiːz/ 苏格拉底
sodomy: /ˈsɒdəmi/ 鸡奸
soft: /sɒft/ 柔软的
soften: /ˈsɒfən/ 使柔软
softened: /ˈsɒfənd/ 使柔软（soften的过去式和过去分词）
softening: /ˈsɒfənɪŋ/ 使柔软的（动词现在分词）
softer: /ˈsɒftər/ 更柔软的
softness: /ˈsɒftnəs/ 柔软度
softwar: /无定义/ (可能是拼写错误，应为software)
software: /ˈsɒftweər/ 软件
softwares: /ˈsɒftweərz/ 软件（复数）
soil: /sɔɪl/ 土壤
sojourner: /ˈsɒdʒɜːrnər/ 旅居者
sola: /ˈsəʊlə/ 单独的（拉丁语）
solace: /ˈsɒlɪs/ 安慰
solah: /无定义/ (可能是人名或特殊词)
solar: /ˈsəʊlər/ 太阳的
sold: /səʊld/ 卖了（sell的过去式和过去分词）
soldier: /ˈsəʊldʒər/ 士兵
soldiered: /ˈsəʊldʒərd/ 当兵（soldier的过去式和过去分词）
soldiers: /ˈsəʊldʒərz/ 士兵（复数）
sole: /səʊl/ 唯一的，鞋底
solely: /ˈsəʊlli/ 单独地
solemnize: /ˈsɒləmnaɪz/ 使庄严
solemnly: /ˈsɒləmli/ 庄严地
solent: /ˈsəʊlənt/ (英国一条海峡名)
solid: /ˈsɒlɪd/ 固体的，坚固的
solidified: /səˈlɪdɪfaɪd/ 凝固的（solidify的过去式和过去分词）
solidifier: /səˈlɪdɪfaɪər/ 凝固剂
solidify: /səˈlɪdɪfaɪ/ 使凝固
solidifying: /səˈlɪdɪfaɪɪŋ/ 使凝固的（动词现在分词）
solidity: /səˈlɪdəti/ 坚固性
solids: /ˈsɒlɪdz/ 固体（复数）
solitary: /ˈsɒlɪtri/ 孤独的
solitude: /ˈsɒlɪtjuːd/ 孤独
solomon: /ˈsɒləmən/ 所罗门
solution: /səˈluːʃən/ 解决方案
solutions: /səˈluːʃənz/ 解决方案（复数）
solvable: /ˈsɒlvəbl/ 可解决的
solvay: /ˈsɒlveɪ/ (公司名)
solve: /sɒlv/ 解决
solved: /sɒlvd/ 解决了（solve的过去式和过去分词）
solver: /ˈsɒlvər/ 解决者
solvers: /ˈsɒlvərz/ 解决者（复数）
solves: /sɒlvz/ 解决（solve的复数形式/动词第三人称单数形式）
solving: /ˈsɒlvɪŋ/ 解决的（动词现在分词）
solyndroconoidal: /无定义/ (可能是技术名词或特殊词)
somali: /səˈmɑːli/ 索马里人
somalia: /səˈmɑːliə/ 索马里
some: /sʌm/ 一些
somebody: /ˈsʌmbɒdi/ 某人
someday: /ˈsʌmdeɪ/ 有一天
somehow: /ˈsʌmhaʊ/ 不知何故
someone: /ˈsʌmwʌn/ 某人
somerset: /ˈsʌmərsɛt/ (英国地名)
something: /ˈsʌmθɪŋ/ 某事
sometime: /ˈsʌmtaɪm/ 将来某个时候
sometimes: /ˈsʌmtaɪmz/ 有时候
somewhat: /ˈsʌmwɒt/ 有点
somewhere: /ˈsʌmwɛr/ 某处
son: /sʌn/ 儿子
sonar: /ˈsəʊnɑːr/ 声纳
sonat: /无定义/ (可能是缩写或特殊词)
sonata: /səˈnɑːtə/ 奏鸣曲
sonatas: /səˈnɑːtəz/ 奏鸣曲（复数）
song: /sɒŋ/ 歌曲
songs: /sɒŋz/ 歌曲（复数）
sons: /sʌnz/ 儿子们（复数）
sonua: /无定义/ (可能是人名或特殊词)
soo: /suː/ (感叹词)
soon: /suːn/ 很快
sooner: /ˈsuːnər/ 更快
soonest: /ˈsuːnɪst/ 最快
sophia: /səˈfiːə/ 索菲娅
sophistic: /səˈfɪstɪk/ 诡辩的
sophisticated: /səˈfɪstɪkeɪtɪd/ 精密的，复杂的
sophistication: /səˌfɪstɪˈkeɪʃən/ 精密，复杂
sophistry: /ˈsɒfɪstri/ 诡辩
sophists: /ˈsɒfɪsts/ 诡辩家
sophomore: /ˈsɒfəmɔːr/ 大学二年级学生
sopia: /无定义/ (可能是人名或特殊词)
sor: /sɔːr/ (在一些语言中为“姐姐”或“女儿”)
sorcery: /ˈsɔːrsəri/ 巫术
sordid: /ˈsɔːrdɪd/ 肮脏的，卑鄙的
sorono: /无定义/ (可能是人名或特殊词)
sorrow: /ˈsɒrəʊ/ 悲伤
sorry: /ˈsɒri/ 对不起，抱歉的
sort: /sɔːrt/ 种类，分类
sorted: /ˈsɔːrtɪd/ 分类好的（sort的过去式和过去分词）
sorting: /ˈsɔːrtɪŋ/ 分类的（动词现在分词）
sorts: /sɔːrts/ 种类（sort的复数形式/动词第三人称单数形式）
sorty: /无定义/ (可能是特殊词或俚语)
soste: /无定义/ (可能是缩写或特殊词)
sought: /sɔːt/ 寻找（seek的过去式和过去分词）
soul: /səʊl/ 灵魂
souls: /səʊlz/ 灵魂（复数）
sound: /saʊnd/ 声音
sounded: /ˈsaʊndɪd/ 发出声音（sound的过去式和过去分词）
soundes: /无定义/ (可能是拼写错误)
soundies: /无定义/ (可能是特殊词或俚语)
sounding: /ˈsaʊndɪŋ/ 发出声音的（动词现在分词）
soundly: /ˈsaʊndli/ 健全地，彻底地
sounds: /saʊndz/ 声音（sound的复数形式/动词第三人称单数形式）
soup: /suːp/ 汤
sour: /saʊər/ 酸的
source: /sɔːrs/ 来源，资源
sources: /ˈsɔːrsɪz/ 来源（复数）
sourcing: /ˈsɔːrsɪŋ/ 采购的（动词现在分词）
south: /saʊθ/ 南方
southampton: /saʊθˈæmptən/ 南安普顿
southeast: /ˌsaʊθˈiːst/ 东南
southeastern: /ˌsaʊθˈiːstərn/ 东南的
southern: /ˈsʌðərn/ 南方的
southwards: /ˈsaʊθwərdz/ 向南
southwest: /ˌsaʊθˈwɛst/ 西南
southwestern: /ˌsaʊθˈwɛstərn/ 西南的
souvenir: /ˌsuːvəˈnɪər/ 纪念品
souvenirs: /ˌsuːvəˈnɪərz/ 纪念品（复数）
sovereign: /ˈsɒvrən/ 君主，主权的
sovereignty: /ˈsɒvrənti/ 主权
soviet: /ˈsəʊviət/ 苏维埃
soviets: /ˈsəʊviəts/ 苏维埃（复数）
soybean: /ˈsɔɪbiːn/ 大豆
sp: /无定义/ (可能是缩写)
spa: /spɑː/ 水疗
space: /speɪs/ 空间
spacebar: /ˈspeɪsˌbɑːr/ 空格键
spacecraft: /ˈspeɪskrɑːft/ 宇宙飞船
spaced: /speɪst/ 有间隔的（space的过去式和过去分词）
spaceflight: /ˈspeɪsflaɪt/ 太空飞行
spaces: /ˈspeɪsɪz/ 空间（space的复数形式/动词第三人称单数形式）
spaceship: /ˈspeɪsʃɪp/ 宇宙飞船
spacex: /ˈspeɪsɛks/ 太空探索技术公司
spacing: /ˈspeɪsɪŋ/ 间隔的（动词现在分词）
spacious: /ˈspeɪʃəs/ 宽敞的
spain: /speɪn/ 西班牙
span: /spæn/ 跨度，一段时间
spaniards: /ˈspænjərdz/ 西班牙人
spanish: /ˈspænɪʃ/ 西班牙的，西班牙语
spanned: /spænd/ 横跨（span的过去式和过去分词）
spanning: /ˈspænɪŋ/ 横跨的（动词现在分词）
spare: /spɛər/ 空闲的，备用的
spared: /spɛərd/ 饶恕的，免除的（spare的过去式和过去分词）
sparing: /ˈspɛərɪŋ/ 节俭的，宽恕的（动词现在分词）
spark: /spɑːrk/ 火花，激发
sparked: /spɑːrkt/ 激发（spark的过去式和过去分词）
sparking: /ˈspɑːrkɪŋ/ 激发的（动词现在分词）
sparks: /spɑːrks/ 火花（spark的复数形式/动词第三人称单数形式）
sparse: /spɑːrs/ 稀疏的
sparsely: /ˈspɑːrsli/ 稀疏地
sparta: /ˈspɑːrtə/ 斯巴达
spartacus: /ˈspɑːrtəkəs/ 斯巴达克斯
spartan: /ˈspɑːrtən/ 斯巴达的，简朴的
spartans: /ˈspɑːrtənz/ 斯巴达人
spawn: /spɔːn/ 产卵，滋生
spawned: /spɔːnd/ 产卵的，滋生的（spawn的过去式和过去分词）
spawning: /ˈspɔːnɪŋ/ 产卵的，滋生的（动词现在分词）
spawns: /spɔːnz/ 产卵（spawn的复数形式/动词第三人称单数形式）
spe: /无定义/ (可能是缩写)
speak: /spiːk/ 说
speaker: /ˈspiːkər/ 说话者，演讲者
speakers: /ˈspiːkərz/ 说话者（复数），扬声器
speaking: /ˈspiːkɪŋ/ 说话的（动词现在分词）
speaks: /spiːks/ 说（speak的复数形式/动词第三人称单数形式）
spear: /spɪər/ 矛
spearhead: /ˈspɪərhɛd/ 先锋，带头人
spearheads: /ˈspɪərhɛdz/ 先锋（复数）
spearmen: /ˈspɪərmɛn/ 矛兵
spears: /spɪərz/ 矛（复数）
special: /ˈspɛʃəl/ 特别的
specialist: /ˈspɛʃəlɪst/ 专家
specialists: /ˈspɛʃəlɪsts/ 专家（复数）
specializations: /ˌspɛʃəlaɪˈzeɪʃənz/ 专业化（复数）
specialize: /ˈspɛʃəlaɪz/ 专门从事
specialized: /ˈspɛʃəlaɪzd/ 专门的（specialize的过去式和过去分词）
specializes: /ˈspɛʃəlaɪzɪz/ 专门从事（specialize的复数形式/动词第三人称单数形式）
specially: /ˈspɛʃəli/ 特别地
specialty: /ˈspɛʃəlti/ 特产，专业
species: /ˈspiːʃiːz/ 物种
specifi: /无定义/ (可能是拼写错误，应为specific)
specific: /spɪˈsɪfɪk/ 特定的
specifically: /spɪˈsɪfɪkli/ 特别地，明确地
specifications: /ˌspɛsɪfɪˈkeɪʃənz/ 规格，规范（复数）
specifics: /spɪˈsɪfɪks/ 细节，具体情况
specified: /ˈspɛsɪfaɪd/ 指定的（specify的过去式和过去分词）
specifier: /ˈspɛsɪfaɪər/ 指定者
specifies: /ˈspɛsɪfaɪz/ 指定（specify的复数形式/动词第三人称单数形式）
specify: /ˈspɛsɪfaɪ/ 指定
specimens: /ˈspɛsɪmɪnz/ 标本
spectacle: /ˈspɛktəkəl/ 景象，壮观场面
spectacles: /ˈspɛktəkəlz/ 眼镜，壮观场面（复数）
spectacular: /spɛkˈtækjʊlər/ 壮观的
spectacularly: /spɛkˈtækjʊləli/ 壮观地
spectator: /spɛkˈteɪtər/ 观众
spectators: /spɛkˈteɪtərz/ 观众（复数）
spectre: /ˈspɛktər/ 幽灵
spectrometers: /spɛkˈtrɒmɪtərz/ 光谱仪（复数）
spectrum: /ˈspɛktrəm/ 光谱
specular: /ˈspɛkjʊlər/ 镜面的
speculated: /ˈspɛkjʊleɪtɪd/ 推测（speculate的过去式和过去分词）
speculation: /ˌspɛkjʊˈleɪʃən/ 推测
speculations: /ˌspɛkjʊˈleɪʃənz/ 推测（复数）
speculative: /ˈspɛkjʊlətɪv/ 推测的
speculator: /ˈspɛkjʊleɪtər/ 投机者
speculators: /ˈspɛkjʊleɪtərz/ 投机者（复数）
spee: /无定义/ (可能是拼写错误)
speech: /spiːtʃ/ 演讲，说话
speeches: /ˈspiːtʃɪz/ 演讲（复数）
speechless: /ˈspiːtʃləs/ 说不出话的
speed: /spiːd/ 速度
speeded: /ˈspiːdɪd/ 加速的（speed的过去式和过去分词）
speeding: /ˈspiːdɪŋ/ 加速的（动词现在分词）
speedometers: /spiːˈdɒmɪtərz/ 速度表（复数）
speeds: /spiːdz/ 速度（speed的复数形式/动词第三人称单数形式）
speedwell: /ˈspiːdwɛl/ (一种植物)
speee: /无定义/ (可能是拼写错误)
spefically: /无定义/ (可能是拼写错误，应为specifically)
spell: /spɛl/ 拼写
spelled: /spɛld/ 拼写了（spell的过去式和过去分词）
spelling: /ˈspɛlɪŋ/ 拼写（动词现在分词）
spencer: /ˈspɛnsər/ 斯宾塞
spend: /spɛnd/ 花费
spending: /ˈspɛndɪŋ/ 花费的（动词现在分词）
spends: /spɛndz/ 花费（spend的复数形式/动词第三人称单数形式）
spent: /spɛnt/ 花费了（spend的过去式和过去分词）
sperm: /spɜːrm/ 精子
sperms: /spɜːrmz/ 精子（复数）
spes: /无定义/ (可能是拉丁语，意为“希望”)
sphere: /sfɪər/ 球体
spheres: /sfɪərz/ 球体（复数）
spherical: /ˈsfɛrɪkəl/ 球形的
spices: /ˈspaɪsɪz/ 香料（复数）
spicier: /ˈspaɪsiər/ 更辛辣的
spider: /ˈspaɪdər/ 蜘蛛
spiders: /ˈspaɪdərz/ 蜘蛛（复数）
spiderverse: /ˈspaɪdərvɜːrs/ (蜘蛛侠宇宙)
spiel: /spiːl/ 花言巧语
spielberg: /ˈspiːlbɜːrɡ/ 斯皮尔伯格
spies: /spaɪz/ 间谍（spy的复数形式/动词第三人称单数形式）
spike: /spaɪk/ 尖刺
spiky: /ˈspaɪki/ 多刺的
spill: /spɪl/ 溢出
spilled: /spɪld/ 溢出（spill的过去式和过去分词）
spilling: /ˈspɪlɪŋ/ 溢出的（动词现在分词）
spin: /spɪn/ 旋转
spinal: /ˈspaɪnəl/ 脊髓的
spine: /spaɪn/ 脊椎，书脊
spinning: /ˈspɪnɪŋ/ 旋转的（动词现在分词）
spiral: /ˈspaɪrəl/ 螺旋
spiraled: /ˈspaɪrəld/ 螺旋形的（spiral的过去式和过去分词）
spiraling: /ˈspaɪrəlɪŋ/ 螺旋形的（动词现在分词）
spirit: /ˈspɪrɪt/ 精神
spirited: /ˈspɪrɪtɪd/ 精神饱满的
spirits: /ˈspɪrɪts/ 精神（复数）
spiritual: /ˈspɪrɪtʃuəl/ 精神的
spiritualist: /ˈspɪrɪtʃuəlɪst/ 唯心主义者
spirituality: /ˌspɪrɪtʃuˈæləti/ 灵性
spiritually: /ˈspɪrɪtʃuəli/ 精神上地
spiros: /无定义/ (可能是人名或特殊词)
spite: /spaɪt/ 恶意
spiteful: /ˈspaɪtfʊl/ 怀恨的
spitfires: /ˈspɪtfaɪərz/ 喷火式战斗机
spits: /spɪts/ 吐（spit的复数形式/动词第三人称单数形式）
splash: /splæʃ/ 溅
splashes: /ˈsplæʃɪz/ 溅（splash的复数形式/动词第三人称单数形式）
splendid: /ˈsplɛndɪd/ 壮丽的
splendor: /ˈsplɛndər/ 壮丽，辉煌
splice: /splaɪs/ 拼接
spline: /splaɪn/ 花键
splines: /splaɪnz/ 花键（复数）
splintered: /ˈsplɪntərd/ 碎裂的（splinter的过去式和过去分词）
split: /splɪt/ 分裂
splits: /splɪts/ 分裂（split的复数形式/动词第三人称单数形式）
splitter: /ˈsplɪtər/ 分裂器
splitting: /ˈsplɪtɪŋ/ 分裂的（动词现在分词）
splotchiness: /ˈsplɒtʃɪnɪs/ 斑点状
spoil: /spɔɪl/ 损坏，溺爱
spoiled: /spɔɪld/ 损坏的，被宠坏的（spoil的过去式和过去分词）
spoils: /spɔɪlz/ 战利品，掠夺物（spoil的复数形式/动词第三人称单数形式）
spoke: /spəʊk/ 说（speak的过去式）
spoken: /ˈspəʊkən/ 说过的（speak的过去分词）
spokesman: /ˈspəʊksmən/ 发言人
spongebob: /ˈspʌndʒbɒb/ 海绵宝宝
sponsor: /ˈspɒnsər/ 赞助商
sponsored: /ˈspɒnsərd/ 赞助的（sponsor的过去式和过去分词）
spontaneity: /ˌspɒntəˈneɪəti/ 自发性
spontaneous: /spɒnˈteɪniəs/ 自发的
spoofing: /ˈspuːfɪŋ/ 欺骗的（动词现在分词）
spooky: /ˈspuːki/ 怪异的
sporadic: /spəˈrædɪk/ 零星的
sport: /spɔːrt/ 运动
sported: /ˈspɔːrtɪd/ 炫耀，穿戴（sport的过去式和过去分词）
sporting: /ˈspɔːrtɪŋ/ 运动的（动词现在分词）
sports: /spɔːrts/ 运动（sport的复数形式）
spot: /spɒt/ 地点，斑点
spotlight: /ˈspɒtlaɪt/ 聚光灯
spots: /spɒts/ 地点，斑点（spot的复数形式/动词第三人称单数形式）
spotters: /ˈspɒtərz/ 观察员
spotting: /ˈspɒtɪŋ/ 观察的（动词现在分词）
spouse: /spaʊz/ 配偶
spread: /sprɛd/ 传播
spreading: /ˈsprɛdɪŋ/ 传播的（动词现在分词）
spreads: /sprɛdz/ 传播（spread的复数形式/动词第三人称单数形式）
spreadsheet: /ˈsprɛdʃiːt/ 电子表格
spree: /spriː/ 狂欢
sprigs: /sprɪɡz/ 小枝（复数）
spring: /sprɪŋ/ 春天，弹簧
springfield: /ˈsprɪŋfiːld/ (多个同名地名)
springs: /sprɪŋz/ 春天，弹簧（复数）
sprinklable: /无定义/ (可能是特殊词)
sprinkle: /ˈsprɪŋkəl/ 撒
sprinkles: /ˈsprɪŋkəlz/ 撒（sprinkle的复数形式/动词第三人称单数形式）
sprinkling: /ˈsprɪŋkəlɪŋ/ 撒的（动词现在分词）
sprint: /sprɪnt/ 冲刺
sprinting: /ˈsprɪntɪŋ/ 冲刺的（动词现在分词）
sprite: /spraɪt/ 精灵
sprites: /spraɪts/ 精灵（复数）
sprout: /spraʊt/ 发芽
spruit: /sprʊt/ (南非地区的小溪)
sprung: /sprʌŋ/ (动词spring的过去分词)
spurred: /spɜːrd/ 刺激的（spur的过去式和过去分词）
spurring: /ˈspɜːrɪŋ/ 刺激的（动词现在分词）
sputnik: /ˈspʊtnɪk/ 人造卫星
spy: /spaɪ/

stability: /stəˈbɪlɪti/ 稳定性
stabilization: /ˌsteɪbəlaɪˈzeɪʃn/ 稳定化
stabilize: /ˈsteɪbəlaɪz/ 使稳定
stabilized: /ˈsteɪbəlaɪzd/ 被稳定了的
stabilizing: /ˈsteɪbəlaɪzɪŋ/ 正在稳定
stable: /ˈsteɪbl/ 稳定的
stables: /ˈsteɪblz/ 马厩
stack: /stæk/ 堆叠
stacked: /stækt/ 堆叠的
stacking: /ˈstækɪŋ/ 正在堆叠
stacks: /stæks/ 堆叠物
stadium: /ˈsteɪdiəm/ 体育场
staff: /stæf/ 员工
staffenberg:  /ˈstæfənˌbɜːrɡ/ （人名，Staffenberg）
staffing: /ˈstæfɪŋ/ 人员配备
stage: /steɪdʒ/ 舞台；阶段
staged: /steɪdʒd/ 被安排的
stagers: /ˈsteɪdʒərz/ 舞台工作者
stages: /ˈsteɪdʒɪz/ 舞台；阶段（复数）
staggering: /ˈstæɡərɪŋ/ 蹒跚的；令人震惊的
stagnate: /ˈstæɡneɪt/ 停滞
stagnated: /ˈstæɡneɪtɪd/ 停滞的
stagnation: /stæɡˈneɪʃn/ 停滞
stair: /steər/ 楼梯的一级
staircase: /ˈsteərkeɪs/ 楼梯
stairs: /steərz/ 楼梯
stake: /steɪk/ 赌注；股份；桩
stakeholders: /ˈsteɪkˌhoʊldərz/ 利益相关者
stakes: /steɪks/ 赌注；股份；桩（复数）
stal: /stæl/ （可能是人名或缩写，无明确含义）
stala: /ˈstɑːlə/ （可能是人名或地名，无明确含义）
stalemate: /ˈsteɪlmeɪt/ 僵局
stalemates: /ˈsteɪlmeɪts/ 僵局（复数）
staleness: /ˈsteɪlnəs/ 陈腐
stalin: /ˈstɑːlɪn/ 斯大林
staling: /ˈsteɪlɪŋ/ 正在变得陈腐
stalingrad: /ˈstælɪnˌɡræd/ 斯大林格勒
stalinist: /ˈstɑːlɪnɪst/ 斯大林主义者
stalkers: /ˈstɔːkərz/ 跟踪者
stalks: /stɔːks/ 茎；跟踪（复数）
stalling: /ˈstɔːlɪŋ/ 拖延
stallion: /ˈstæljən/ 种马
stalls: /stɔːlz/ 摊位；隔间
stamina: /ˈstæmɪnə/ 耐力
stamp: /stæmp/ 印章；邮票
stan: /stæn/ （可能是人名或俚语，无明确含义）
stance: /stæns/ 立场；姿态
stand: /stænd/ 站立；立场
standalone: /ˈstændəˌloʊn/ 独立的
standard: /ˈstændərd/ 标准
standardized: /ˈstændərˌdaɪzd/ 标准化的
standards: /ˈstændərdz/ 标准（复数）
standing: /ˈstændɪŋ/ 站立的；地位
standish: /ˈstændɪʃ/ 墨水台
standoff: /ˈstændˌɔːf/ 对峙
standout: /ˈstændˌaʊt/ 杰出的人/物
standouts: /ˈstændˌaʊts/ 杰出的人/物（复数）
standpoint: /ˈstændˌpɔɪnt/ 立场；观点
stands: /stændz/ 站立；立场（复数）
standstill: /ˈstændˌstɪl/ 停顿
stanislav: /ˈstænɪslɑːv/ (人名，Stanislav)
stanislowski: /ˌstænɪˈslɑːfski/ (人名，Stanisławski)
stankovski: /stæŋˈkɔːfski/ (人名，Stankovski)
stannard: /ˈstænərd/ (人名，Stannard)
staph: /stæf/ （葡萄球菌）
star: /stɑːr/ 星星；明星
starburst: /ˈstɑːrbɜːrst/ 星爆
stare: /ster/ 凝视
stared: /sterd/ 凝视的
stares: /sterz/ 凝视（复数）
staring: /ˈsterɪŋ/ 正在凝视
stark: /stɑːrk/  stark
